,name,price,year,kms,fuel,city,homedrive,emi
196,Maruti Suzuki Vitara Brezza ZDi+ Dual Tone [2017-2018],₹ 6.55 Lakh,2017,"68,500 km",Diesel,Delhi,Great Price,"EMI starts at₹10,877"
197,Tata Tiago Revotron XT [2016-2019],₹ 4.75 Lakh,2019,"47,000 km",Petrol,Noida,,"EMI starts at₹7,888"
198,Toyota Etios G,₹ 2.75 Lakh,2011,"70,000 km",Petrol,Noida,,
199,Maruti Suzuki Baleno Alpha (O) 1.2,₹ 9.69 Lakh,2022,"4,900 km",Petrol,Delhi,Home Test Drive,"EMI starts at₹16,091"
200,Maruti Suzuki Dzire VDi AMT,₹ 6.45 Lakh,2018,"52,000 km",Diesel,Noida,,"EMI starts at₹10,711"
201,Honda Brio V MT,₹ 2.85 Lakh,2011,"71,000 km",Petrol,Noida,,
202,Hyundai i20 Sportz 1.2,₹ 3.65 Lakh,2013,"64,000 km",Petrol,Noida,,"EMI starts at₹6,061"
203,Tata Harrier XMA,₹ 17.1 Lakh,2022,"18,000 km",Diesel,Delhi,Home Test Drive,"EMI starts at₹28,397"
204,Skoda Laura Ambition 1.8 TSI,₹ 4.21 Lakh,2013,"78,000 km",Petrol,Delhi,,
205,Ford Endeavour Titanium 3.2 4x4 AT,₹ 27.8 Lakh,2018,"77,000 km",Diesel,Delhi,,"EMI starts at₹46,166"
206,Mahindra XUV500 W6 AT 1.99,₹ 10.5 Lakh,2017,"62,000 km",Diesel,Delhi,Home Test Drive,"EMI starts at₹17,437"
207,Honda Jazz V Petrol,₹ 4.8 Lakh,2016,"35,262 km",Petrol,Delhi,Quality Report,"EMI starts at₹7,971"
208,Honda Amaze 1.5 VX i-DTEC,₹ 4.49 Lakh,2015,"21,504 km",Diesel,Delhi,,"EMI starts at₹7,456"
209,Tata Altroz XZ Petrol,₹ 7.93 Lakh,2020,"15,122 km",Petrol,Delhi,,"EMI starts at₹13,169"
210,Ford EcoSport Titanium 1.5L TDCi,₹ 6.6 Lakh,2017,"51,665 km",Diesel,Delhi,,"EMI starts at₹10,960"
211,Maruti Suzuki Baleno Delta 1.2,₹ 6.51 Lakh,2020,"17,164 km",Petrol,Delhi,Quality Report,"EMI starts at₹10,810"
212,Maruti Suzuki Alto 800 Vxi,₹ 2.98 Lakh,2018,"52,514 km",Petrol,Delhi,Quality Report,"EMI starts at₹4,948"
213,Maruti Suzuki Alto 800 Lxi,₹ 3.19 Lakh,2018,"24,752 km",Petrol,Delhi,Quality Report,"EMI starts at₹5,297"
214,Nissan Terrano XL (P),₹ 4.86 Lakh,2016,"91,788 km",Petrol,Delhi,Quality Report,"EMI starts at₹8,070"
215,Maruti Suzuki Celerio VXi CNG [2017-2019],₹ 4.33 Lakh,2017,"62,844 km",CNG,Delhi,,"EMI starts at₹7,190"
216,Renault Kwid RXL,₹ 3.66 Lakh,2019,"19,906 km",Petrol,Delhi,,"EMI starts at₹6,078"
217,Mahindra XUV500 W9 [2018-2020],₹ 13.16 Lakh,2019,"95,022 km",Diesel,Delhi,,"EMI starts at₹21,854"
218,Honda Amaze 1.5 V CVT Diesel [2018-2020],₹ 7.42 Lakh,2019,"69,222 km",Diesel,Delhi,,"EMI starts at₹12,322"
219,Maruti Suzuki Swift LXi,₹ 5.61 Lakh,2019,"16,820 km",Petrol,Delhi,,"EMI starts at₹9,316"
220,Hyundai i10 1.1L iRDE Magna Special Edition,₹ 3.45 Lakh,2015,"48,726 km",Petrol,Delhi,,"EMI starts at₹5,729"
221,Maruti Suzuki Vitara Brezza ZDi AGS,₹ 9.35 Lakh,2019,"74,766 km",Diesel,Delhi,,"EMI starts at₹15,527"
222,Maruti Suzuki Vitara Brezza ZDi AGS,₹ 9.37 Lakh,2019,"40,155 km",Diesel,Delhi,,"EMI starts at₹15,560"
223,Tata Altroz XZ Petrol,₹ 7.68 Lakh,2020,"23,776 km",Petrol,Delhi,,"EMI starts at₹12,753"
224,Maruti Suzuki Ciaz Delta 1.3 Diesel,₹ 6.9 Lakh,2018,"61,790 km",Diesel,Delhi,,"EMI starts at₹11,458"
225,Renault Duster RXS CVT,₹ 7.06 Lakh,2018,"74,566 km",Petrol,Delhi,,"EMI starts at₹11,724"
226,Maruti Suzuki Ertiga Vxi,₹ 5.77 Lakh,2014,"93,831 km",Petrol,Delhi,,"EMI starts at₹9,582"
227,Maruti Suzuki Celerio ZXi (O) AMT [2017-2019],₹ 4.32 Lakh,2016,"45,936 km",Petrol,Delhi,,"EMI starts at₹7,174"
228,Maruti Suzuki Dzire ZDi Plus AMT,₹ 6.6 Lakh,2018,"82,887 km",Diesel,Delhi,,"EMI starts at₹10,960"
229,Maruti Suzuki Celerio VXi CNG,₹ 5.79 Lakh,2021,"16,865 km",CNG,Delhi,,"EMI starts at₹9,615"
230,Mahindra Thar LX Hard Top Petrol AT,₹ 15.67 Lakh,2021,"18,575 km",Petrol,Delhi,,"EMI starts at₹26,022"
231,Hyundai Elite i20 Magna Executive 1.2,₹ 5.59 Lakh,2018,"55,117 km",Petrol,Delhi,,"EMI starts at₹9,283"
232,Maruti Suzuki Celerio ZXi (O) AMT [2017-2019],₹ 4.04 Lakh,2016,"40,429 km",Petrol,Delhi,,"EMI starts at₹6,709"
233,Honda City V,₹ 6.87 Lakh,2016,"28,166 km",Petrol,Delhi,,"EMI starts at₹11,408"
234,Hyundai i20 Active 1.2 S,₹ 5.23 Lakh,2015,"43,051 km",Petrol,Delhi,,"EMI starts at₹8,685"
235,Maruti Suzuki Swift Lxi (O) [2014-2017],₹ 3.96 Lakh,2016,"79,267 km",Petrol,Delhi,,"EMI starts at₹6,576"
236,Maruti Suzuki Ciaz Alpha Hybrid 1.5 [2018-2020],₹ 9.78 Lakh,2020,"18,699 km",Petrol,Delhi,,"EMI starts at₹16,241"
237,Mahindra XUV500 W9 [2018-2020],₹ 13.38 Lakh,2019,"57,814 km",Diesel,Delhi,,"EMI starts at₹22,219"
238,Maruti Suzuki Swift VXi,₹ 4.62 Lakh,2015,"21,461 km",Petrol,Delhi,,"EMI starts at₹7,672"
239,Honda City 1.5 S MT,₹ 5.02 Lakh,2013,"45,177 km",Petrol,Delhi,Quality Report,"EMI starts at₹8,336"
240,Maruti Suzuki Alto 800 Lxi,₹ 2.71 Lakh,2016,"26,466 km",Petrol,Delhi,Quality Report,"EMI starts at₹4,500"
241,Maruti Suzuki S-Presso VXi Plus,₹ 4.55 Lakh,2021,64 km,Petrol,Delhi,Quality Report,"EMI starts at₹7,556"
242,Maruti Suzuki Alto 800 Lxi,₹ 3.36 Lakh,2018,"25,770 km",Petrol,Delhi,,"EMI starts at₹5,579"
243,Maruti Suzuki Ignis Alpha 1.2 AMT,₹ 5.84 Lakh,2019,"59,759 km",Petrol,Delhi,,"EMI starts at₹9,698"
244,Maruti Suzuki Swift LXi,₹ 5.52 Lakh,2019,"68,017 km",Petrol,Delhi,,"EMI starts at₹9,166"
245,Maruti Suzuki Dzire VXi,₹ 5.62 Lakh,2017,"28,062 km",Petrol,Delhi,,"EMI starts at₹9,332"
246,Toyota Glanza G,₹ 7.18 Lakh,2021,"16,511 km",Petrol,Delhi,,"EMI starts at₹11,923"
247,Honda City V,₹ 5.8 Lakh,2015,"64,682 km",Petrol,Mumbai,Home Test Drive,"EMI starts at₹9,631"
248,Volvo V40 D3 R-Design,₹ 14.9 Lakh,2015,"44,000 km",Diesel,Mumbai,Home Test Drive,"EMI starts at₹24,743"
249,BMW 3 Series GT 320d Luxury Line [2014-2016],₹ 27 Lakh,2016,"61,100 km",Diesel,Mumbai,,"EMI starts at₹44,838"
250,Hyundai i10 Sportz 1.2 Kappa2,₹ 3.1 Lakh,2014,"66,498 km",Petrol,Mumbai,Home Test Drive,"EMI starts at₹5,148"
251,Tata Tiago Revotron XT [2016-2019],₹ 5.25 Lakh,2020,"34,000 km",Petrol,Mumbai,,
252,Volkswagen Polo Highline1.2L (P),₹ 4.65 Lakh,2015,"34,000 km",Petrol,Mumbai,,
253,BMW 6 Series GT 630i Luxury Line [2018-2019],₹ 53.75 Lakh,2019,"32,000 km",Petrol,Mumbai,Home Test Drive,"EMI starts at₹89,260"
254,BMW X5 xDrive30d Pure Experience (5 Seater),₹ 43.75 Lakh,2016,"45,000 km",Diesel,Mumbai,Home Test Drive,
255,Honda City V CVT Petrol [2017-2019],₹ 9.2 Lakh,2018,"22,117 km",Petrol,Mumbai,Home Test Drive,"EMI starts at₹15,278"
256,MINI Cooper S,₹ 42 Lakh,2021,"11,725 km",Petrol,Mumbai,Home Test Drive,"EMI starts at₹69,748"
257,Hyundai Creta SX 1.6 AT Petrol,₹ 11.9 Lakh,2018,"50,824 km",Petrol,Mumbai,Home Test Drive,"EMI starts at₹19,761"
258,Maruti Suzuki Swift VDi,₹ 6.25 Lakh,2017,"24,982 km",Diesel,Mumbai,Home Test Drive,"EMI starts at₹10,379"
259,Toyota Innova Crysta ZX 2.4 AT 7 STR,₹ 31 Lakh,2021,"19,742 km",Diesel,Mumbai,Home Test Drive,
260,Jeep Compass Limited 2.0 Diesel [2017-2020],₹ 13.75 Lakh,2018,"35,483 km",Diesel,Mumbai,,"EMI starts at₹22,834"
261,Maruti Suzuki Ertiga ZXi Plus,₹ 11.5 Lakh,2021,"10,417 km",Petrol,Mumbai,Home Test Drive,"EMI starts at₹19,097"
262,Renault Kwid CLIMBER 1.0 AMT [2017-2019],₹ 5.25 Lakh,2020,"10,691 km",Petrol,Mumbai,Home Test Drive,"EMI starts at₹8,718"
263,Hyundai Elite i20 Sportz 1.2,₹ 6.45 Lakh,2018,"12,597 km",Petrol,Mumbai,Home Test Drive,"EMI starts at₹10,711"
264,Maruti Suzuki Celerio VXi AMT ABS,₹ 4.45 Lakh,2016,"24,608 km",Petrol,Mumbai,Home Test Drive,"EMI starts at₹7,389"
265,Honda City VX CVT,₹ 7.11 Lakh,2015,"66,684 km",Petrol,Mumbai,Home Test Drive,"EMI starts at₹11,807"
266,Renault Triber RXZ EASY-R AMT,₹ 7.5 Lakh,2020,"19,790 km",Petrol,Mumbai,Home Test Drive,"EMI starts at₹12,455"
267,Maruti Suzuki Celerio ZXi AMT [2019-2020],₹ 3.95 Lakh,2016,"42,398 km",Petrol,Mumbai,Home Test Drive,"EMI starts at₹6,559"
268,Maruti Suzuki Baleno RS 1.0,₹ 5.85 Lakh,2017,"43,308 km",Petrol,Mumbai,Home Test Drive,"EMI starts at₹9,714"
269,Honda City VX CVT,₹ 7.15 Lakh,2015,"46,404 km",Petrol,Mumbai,Home Test Drive,"EMI starts at₹11,873"
270,Maruti Suzuki XL6 Alpha MT Petrol,₹ 10.51 Lakh,2020,"31,848 km",Petrol,Mumbai,Home Test Drive,"EMI starts at₹17,453"
271,Mahindra XUV300 W8 1.2 Petrol,₹ 8.45 Lakh,2019,"22,237 km",Petrol,Mumbai,Home Test Drive,
272,Maruti Suzuki Swift DZire VXI,₹ 4.4 Lakh,2014,"32,682 km",Petrol,Mumbai,Home Test Drive,"EMI starts at₹7,306"
273,Maruti Suzuki Wagon R VXi 1.2 AMT,₹ 5.65 Lakh,2019,"18,378 km",Petrol,Mumbai,Home Test Drive,"EMI starts at₹9,382"
274,Tata Safari XZ Plus New,₹ 20.51 Lakh,2021,"19,774 km",Diesel,Mumbai,Home Test Drive,"EMI starts at₹34,060"
275,Hyundai Creta 1.6 SX Plus AT Petrol,₹ 12.9 Lakh,2018,"28,480 km",Petrol,Mumbai,Home Test Drive,"EMI starts at₹21,422"
276,Hyundai Venue SX Plus 1.0 Turbo DCT,₹ 11.45 Lakh,2020,"10,516 km",Petrol,Mumbai,Home Test Drive,
277,Hyundai Grand i10 Nios Sportz AMT 1.2 Kappa VTVT,₹ 7.3 Lakh,2020,"7,230 km",Petrol,Mumbai,Home Test Drive,"EMI starts at₹12,122"
278,Maruti Suzuki Baleno Zeta 1.2,₹ 6.51 Lakh,2019,"38,549 km",Petrol,Mumbai,Home Test Drive,"EMI starts at₹10,810"
279,Honda City VX CVT,₹ 7.21 Lakh,2015,"48,164 km",Petrol,Mumbai,Home Test Drive,"EMI starts at₹11,973"
280,Renault Triber RXZ [2019-2020],₹ 7.25 Lakh,2021,"19,669 km",Petrol,Mumbai,Home Test Drive,"EMI starts at₹12,039"
281,Renault Kwid 1.0 RXT AMT Opt,₹ 5.1 Lakh,2020,"32,320 km",Petrol,Mumbai,Home Test Drive,
282,Mahindra XUV300 W8 1.2 Petrol,₹ 8.45 Lakh,2019,"22,237 km",Petrol,Mumbai,Home Test Drive,
283,Maruti Suzuki Swift DZire VXI,₹ 4.4 Lakh,2014,"32,682 km",Petrol,Mumbai,Home Test Drive,"EMI starts at₹7,306"
284,Maruti Suzuki Wagon R VXi 1.2 AMT,₹ 5.65 Lakh,2019,"18,378 km",Petrol,Mumbai,Home Test Drive,"EMI starts at₹9,382"
285,Kia Sonet GTX Plus 1.5 AT [2020-2021],₹ 15.25 Lakh,2021,"18,450 km",Diesel,Mumbai,,"EMI starts at₹25,325"
286,Mercedes-Benz C-Class C 200 Progressive [2018-2020],₹ 39 Lakh,2019,"15,971 km",Petrol,Mumbai,,
287,Hyundai Creta SX 1.6 AT Petrol,₹ 12.9 Lakh,2019,"33,415 km",Petrol,Mumbai,Home Test Drive,"EMI starts at₹21,422"
288,Honda City VX,₹ 7.8 Lakh,2016,"59,354 km",Petrol,Mumbai,Home Test Drive,"EMI starts at₹12,953"
289,Volvo XC40 T4 R-Design,₹ 41 Lakh,2020,"16,524 km",Petrol,Mumbai,Home Test Drive,"EMI starts at₹68,087"
290,BMW 5 Series 530i M Sport [2019-2019],₹ 65 Lakh,2022,"9,664 km",Petrol,Mumbai,Home Test Drive,EMI starts at₹1.08 L
291,Maruti Suzuki Ritz Vdi BS-IV,₹ 4.25 Lakh,2014,"55,498 km",Diesel,Mumbai,Home Test Drive,"EMI starts at₹7,057"
292,Maruti Suzuki Baleno Alpha 1.2,₹ 5.7 Lakh,2015,"77,707 km",Petrol,Mumbai,,"EMI starts at₹9,465"
293,Honda City ZX CVT Petrol [2017-2019],₹ 9.35 Lakh,2017,"36,176 km",Petrol,Mumbai,Home Test Drive,
294,Hyundai Creta SX 1.6 AT Petrol,₹ 12.51 Lakh,2018,"58,678 km",Petrol,Mumbai,Home Test Drive,"EMI starts at₹20,774"
295,Skoda Rapid Style 1.6 MPI AT,₹ 8.51 Lakh,2018,"31,476 km",Petrol,Mumbai,Home Test Drive,"EMI starts at₹14,132"
296,Honda WR-V VX MT Petrol,₹ 6.75 Lakh,2017,"31,262 km",Petrol,Mumbai,Home Test Drive,"EMI starts at₹11,209"
297,Maruti Suzuki Swift VXi AMT [2018-2019],₹ 6.2 Lakh,2018,"25,710 km",Petrol,Mumbai,Home Test Drive,"EMI starts at₹10,296"
298,Maruti Suzuki Alto 800 Lxi CNG,₹ 3.21 Lakh,2016,"47,658 km",CNG,Mumbai,Home Test Drive,"EMI starts at₹5,330"
299,Hyundai Creta SX Plus 1.6 AT CRDI,₹ 11.25 Lakh,2017,"44,240 km",Diesel,Mumbai,Home Test Drive,"EMI starts at₹18,682"
300,Maruti Suzuki Vitara Brezza ZDi AGS,₹ 9.51 Lakh,2019,"57,911 km",Diesel,Mumbai,Home Test Drive,"EMI starts at₹15,792"
301,Toyota Fortuner 3.0 4x2 AT,₹ 17.51 Lakh,2015,"98,561 km",Diesel,Mumbai,Home Test Drive,"EMI starts at₹29,078"
302,MG Hector Sharp 1.5 Petrol CVT,₹ 19.95 Lakh,2022,"11,500 km",Petrol,Mumbai,Home Test Drive,"EMI starts at₹33,130"
303,Hyundai Venue SX Plus 1.0 Turbo DCT,₹ 10.85 Lakh,2019,"21,252 km",Petrol,Mumbai,Home Test Drive,"EMI starts at₹18,018"
304,Hyundai Grand i10 Magna 1.2 Kappa VTVT [2017-2020],₹ 4.5 Lakh,2017,"22,428 km",Petrol,Mumbai,Home Test Drive,"EMI starts at₹7,473"
305,Hyundai Creta SX 1.6 AT Petrol,₹ 12.51 Lakh,2018,"58,678 km",Petrol,Mumbai,Home Test Drive,"EMI starts at₹20,774"
306,Skoda Rapid Style 1.6 MPI AT,₹ 8.51 Lakh,2018,"31,476 km",Petrol,Mumbai,Home Test Drive,"EMI starts at₹14,132"
307,Tata Harrier XZA Plus,₹ 21.9 Lakh,2021,"18,771 km",Diesel,Mumbai,Home Test Drive,"EMI starts at₹36,368"
308,MG Hector Sharp 1.5 Petrol CVT,₹ 19.95 Lakh,2022,"11,500 km",Petrol,Mumbai,Home Test Drive,"EMI starts at₹33,130"
309,Honda WR-V VX MT Petrol,₹ 6.75 Lakh,2017,"31,262 km",Petrol,Mumbai,Home Test Drive,"EMI starts at₹11,209"
310,Toyota Fortuner 3.0 4x2 AT,₹ 17.51 Lakh,2015,"98,561 km",Diesel,Mumbai,Home Test Drive,"EMI starts at₹29,078"
311,Toyota Innova Crysta 2.8 ZX AT 7 STR [2016-2020],₹ 21.95 Lakh,2018,"36,283 km",Diesel,Mumbai,Home Test Drive,"EMI starts at₹36,451"
312,Tata Harrier XZA Plus,₹ 21.5 Lakh,2021,"30,717 km",Diesel,Mumbai,Home Test Drive,"EMI starts at₹35,704"
313,Maruti Suzuki Ciaz Alpha Hybrid 1.5 AT [2018-2020],₹ 9.75 Lakh,2019,"27,432 km",Petrol,Mumbai,Home Test Drive,
314,Toyota Innova Crysta 2.8 ZX AT 7 STR [2016-2020],₹ 18.25 Lakh,2016,"94,212 km",Diesel,Mumbai,Home Test Drive,"EMI starts at₹30,307"
315,Mahindra XUV300 W8 1.2 Petrol,₹ 8.45 Lakh,2019,"15,883 km",Petrol,Mumbai,,
316,Hyundai Grand i10 Asta 1.2 Kappa VTVT [2013-2016],₹ 5.4 Lakh,2016,"29,145 km",Petrol,Mumbai,,"EMI starts at₹8,967"
317,Maruti Suzuki Wagon R 1.0 VXI,₹ 3.95 Lakh,2016,"18,196 km",Petrol,Mumbai,,"EMI starts at₹6,559"
318,Kia Sonet HTX 1.0 iMT [2020-2021],₹ 12.5 Lakh,2022,"1,759 km",Petrol,Mumbai,Home Test Drive,
319,Ford EcoSport Titanium 1.5L Ti-VCT AT,₹ 6.85 Lakh,2016,"48,520 km",Petrol,Mumbai,Home Test Drive,
320,Hyundai Creta 1.6 SX Plus AT Petrol,₹ 10.45 Lakh,2017,"58,567 km",Petrol,Mumbai,,"EMI starts at₹17,353"
321,Honda Amaze 1.2 VX i-VTEC,₹ 5.65 Lakh,2016,"24,445 km",Petrol,Mumbai,Home Test Drive,"EMI starts at₹9,382"
322,Maruti Suzuki Baleno Zeta 1.2 AT,₹ 8.6 Lakh,2021,"6,416 km",Petrol,Mumbai,Home Test Drive,"EMI starts at₹14,281"
323,Ford EcoSport Titanium + 1.5L Ti-VCT AT [2019-2020],₹ 8.75 Lakh,2019,"37,505 km",Petrol,Mumbai,Home Test Drive,"EMI starts at₹14,530"
324,Maruti Suzuki Swift ZXi AMT,₹ 9 Lakh,2022,875 km,Petrol,Mumbai,Home Test Drive,"EMI starts at₹14,946"
325,Honda Amaze 1.2 S i-VTEC,₹ 4.45 Lakh,2015,"32,324 km",Petrol,Mumbai,,"EMI starts at₹7,389"
326,Honda City ZX CVT Petrol,₹ 15.11 Lakh,2021,"7,795 km",Petrol,Mumbai,,"EMI starts at₹25,092"
327,Ford EcoSport Titanium + 1.5L Ti-VCT AT [2019-2020],₹ 8.75 Lakh,2019,"37,505 km",Petrol,Mumbai,Home Test Drive,"EMI starts at₹14,530"
328,Honda City V CVT Petrol [2017-2019],₹ 8.91 Lakh,2018,"35,077 km",Petrol,Mumbai,Home Test Drive,"EMI starts at₹14,796"
329,Hyundai Creta SX Plus 1.6 AT CRDI,₹ 11 Lakh,2017,"66,188 km",Diesel,Mumbai,Home Test Drive,"EMI starts at₹18,267"
330,Honda City V,₹ 5.75 Lakh,2015,"51,878 km",Petrol,Mumbai,Home Test Drive,"EMI starts at₹9,548"
331,Maruti Suzuki Swift ZXi AMT [2018-2019],₹ 5.9 Lakh,2018,"18,054 km",Petrol,Mumbai,Home Test Drive,"EMI starts at₹9,797"
332,Maruti Suzuki Baleno Alpha 1.2,₹ 6.75 Lakh,2019,"69,904 km",Petrol,Mumbai,Home Test Drive,"EMI starts at₹11,209"
333,Hyundai Grand i10 Nios Sportz 1.2 Kappa VTVT CNG,₹ 7.91 Lakh,2022,"7,029 km",CNG,Mumbai,Home Test Drive,"EMI starts at₹13,135"
334,Hyundai Creta 1.6 SX Plus AT Petrol,₹ 10.9 Lakh,2018,"45,657 km",Petrol,Mumbai,Home Test Drive,"EMI starts at₹18,101"
335,Hyundai Grand i10 Nios Sportz 1.2 Kappa VTVT CNG,₹ 7.65 Lakh,2022,"11,988 km",CNG,Mumbai,Home Test Drive,"EMI starts at₹12,704"
336,Maruti Suzuki Wagon R VXi 1.0 AMT [2019-2019],₹ 4.75 Lakh,2018,"23,178 km",Petrol,Mumbai,Home Test Drive,"EMI starts at₹7,888"
337,Datsun redi-GO T(O) 1.0,₹ 3.2 Lakh,2019,"1,391 km",Petrol,Mumbai,Home Test Drive,"EMI starts at₹5,314"
338,Honda City SV,₹ 5.25 Lakh,2014,"43,247 km",Petrol,Mumbai,Home Test Drive,
339,Maruti Suzuki Wagon R 1.0 VXI,₹ 3.9 Lakh,2017,"36,512 km",Petrol,Mumbai,Home Test Drive,"EMI starts at₹6,476"
340,Toyota Fortuner Legender 4X2 AT 2.8 Legender,₹ 46.95 Lakh,2021,"16,869 km",Diesel,Mumbai,Home Test Drive,
341,Mahindra Alturas G4 4WD AT [2018-2020],₹ 24.25 Lakh,2018,"32,296 km",Diesel,Mumbai,Home Test Drive,
342,Hyundai Venue S 1.2 Petrol,₹ 9.11 Lakh,2021,"18,843 km",Petrol,Mumbai,Home Test Drive,"EMI starts at₹15,128"
343,Maruti Suzuki S-Cross Zeta 1.3,₹ 7.11 Lakh,2016,"46,276 km",Diesel,Mumbai,Home Test Drive,"EMI starts at₹11,807"
344,Toyota Innova Crysta 2.8 ZX AT 7 STR [2016-2020],₹ 19.21 Lakh,2017,"56,199 km",Diesel,Mumbai,Home Test Drive,"EMI starts at₹31,901"
345,Hyundai Creta E Plus 1.6 Petrol,₹ 8.45 Lakh,2017,"28,679 km",Petrol,Mumbai,Home Test Drive,"EMI starts at₹14,032"
346,Hyundai Elantra SX (O) 2.0 AT,₹ 11.75 Lakh,2017,"40,523 km",Petrol,Mumbai,Home Test Drive,
347,Maruti Suzuki Ciaz Alpha 1.4 MT,₹ 7.51 Lakh,2018,"24,154 km",Petrol,Mumbai,Home Test Drive,"EMI starts at₹12,471"
348,Hyundai Creta SX 1.6 CRDI,₹ 10.25 Lakh,2017,"59,873 km",Diesel,Mumbai,Home Test Drive,"EMI starts at₹17,021"
349,Honda City VX CVT,₹ 7.75 Lakh,2016,"33,630 km",Petrol,Mumbai,Home Test Drive,"EMI starts at₹12,870"
350,Hyundai Elite i20 Asta 1.2,₹ 5.35 Lakh,2015,"43,917 km",Petrol,Mumbai,Home Test Drive,"EMI starts at₹8,884"
351,Maruti Suzuki Wagon R 1.0 VXI,₹ 3.9 Lakh,2017,"36,512 km",Petrol,Mumbai,Home Test Drive,"EMI starts at₹6,476"
352,Toyota Fortuner Legender 4X2 AT 2.8 Legender,₹ 46.95 Lakh,2021,"16,869 km",Diesel,Mumbai,Home Test Drive,
353,Hyundai Elantra SX (O) 2.0 AT,₹ 11.75 Lakh,2017,"40,523 km",Petrol,Mumbai,Home Test Drive,
354,Hyundai Creta E Plus 1.6 Petrol,₹ 8.45 Lakh,2017,"28,679 km",Petrol,Mumbai,Home Test Drive,"EMI starts at₹14,032"
355,Maruti Suzuki Swift ZXi AMT,₹ 8 Lakh,2021,"2,864 km",Petrol,Mumbai,,
356,Mercedes-Benz C-Class C 200 Prime,₹ 39 Lakh,2019,"14,675 km",Petrol,Mumbai,,"EMI starts at₹64,766"
357,Tata Tiago Revotron XTA [2017-2019],₹ 5.2 Lakh,2019,"44,445 km",Petrol,Mumbai,,"EMI starts at₹8,635"
358,Hyundai Elite i20 Sportz 1.2 (O),₹ 5.25 Lakh,2015,"68,766 km",Petrol,Mumbai,Home Test Drive,
359,Hyundai Grand i10 Asta AT 1.2 Kappa VTVT [2013-2016],₹ 4.95 Lakh,2015,"41,017 km",Petrol,Mumbai,Home Test Drive,
360,Hyundai Creta 1.6 SX Plus AT Petrol,₹ 12.9 Lakh,2018,"34,954 km",Petrol,Mumbai,Home Test Drive,
361,Renault Kwid 1.0 RXT [2016-2019],₹ 4.65 Lakh,2020,"2,066 km",Petrol,Mumbai,Home Test Drive,
362,Honda City VX CVT Petrol [2017-2019],₹ 9.75 Lakh,2017,"27,942 km",Petrol,Mumbai,Home Test Drive,"EMI starts at₹16,191"
363,Honda Jazz VX Petrol,₹ 5.25 Lakh,2015,"53,261 km",Petrol,Mumbai,Home Test Drive,"EMI starts at₹8,718"
364,Maruti Suzuki Ciaz ZXi  AT,₹ 6.4 Lakh,2016,"37,065 km",Petrol,Mumbai,Home Test Drive,"EMI starts at₹10,628"
365,Honda Amaze 1.2 S i-VTEC,₹ 4.8 Lakh,2015,"31,172 km",Petrol,Mumbai,Home Test Drive,"EMI starts at₹7,971"
366,Hyundai Verna Fluidic 1.6 VTVT SX Opt AT,₹ 6.75 Lakh,2015,"37,337 km",Petrol,Mumbai,Home Test Drive,"EMI starts at₹11,209"
367,Honda Civic ZX CVT Petrol [2019-2020],₹ 18.95 Lakh,2019,"12,238 km",Petrol,Mumbai,Home Test Drive,"EMI starts at₹31,469"
368,Honda City ZX CVT Petrol,₹ 13.95 Lakh,2020,"45,753 km",Petrol,Mumbai,Home Test Drive,"EMI starts at₹23,166"
369,Mahindra Alturas G4 4WD AT [2018-2020],₹ 26.95 Lakh,2019,"25,708 km",Diesel,Mumbai,Home Test Drive,"EMI starts at₹44,755"
370,Hyundai Creta 1.6 SX Plus AT Petrol,₹ 13.95 Lakh,2019,"36,489 km",Petrol,Mumbai,Home Test Drive,"EMI starts at₹23,166"
371,Ford Aspire Trend 1.2 Ti-VCT,₹ 4.15 Lakh,2017,"33,177 km",Petrol,Mumbai,Home Test Drive,
372,Honda Jazz SV Petrol,₹ 5.25 Lakh,2017,"71,931 km",Petrol,Mumbai,Home Test Drive,"EMI starts at₹8,718"
373,Jeep Compass Limited (O) 1.4 Petrol AT [2017-2020],₹ 17 Lakh,2019,"28,449 km",Petrol,Mumbai,,
374,Tata Harrier XT [2019-2020],₹ 13.25 Lakh,2019,"81,473 km",Diesel,Mumbai,Home Test Drive,"EMI starts at₹22,003"
375,Ford Aspire Trend 1.2 Ti-VCT,₹ 4.15 Lakh,2017,"33,177 km",Petrol,Mumbai,Home Test Drive,
376,Maruti Suzuki Baleno Delta 1.2,₹ 5.45 Lakh,2016,"22,191 km",Petrol,Mumbai,Home Test Drive,"EMI starts at₹9,050"
377,Tata Harrier XT [2019-2020],₹ 13.25 Lakh,2019,"81,473 km",Diesel,Mumbai,Home Test Drive,"EMI starts at₹22,003"
378,Honda City SV Petrol [2017-2019],₹ 6.95 Lakh,2017,"30,669 km",Petrol,Mumbai,Home Test Drive,"EMI starts at₹11,541"
379,Maruti Suzuki Ciaz Alpha 1.4 AT,₹ 7.9 Lakh,2018,"56,823 km",Petrol,Mumbai,Home Test Drive,"EMI starts at₹13,119"
380,Honda Amaze 1.2 VX AT i-VTEC,₹ 8.95 Lakh,2020,"5,016 km",Petrol,Mumbai,Home Test Drive,"EMI starts at₹14,862"
381,Jeep Compass Trailhawk 2.0 4x4,₹ 34.95 Lakh,2022,"12,867 km",Diesel,Mumbai,Home Test Drive,
382,Hyundai Venue SX (O) 1.0 Turbo iMT,₹ 10.11 Lakh,2020,"28,022 km",Petrol,Mumbai,Home Test Drive,"EMI starts at₹16,789"
